sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Agreement,Q0,Q1,Q1a,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_5_other,firstQ4,Q4a1,firstQ3,firstQ3a,secondQ4,Q4a,Q5,CBC_Random1,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random2,WTP,Q12,Q12_8_other,Q13toQ16_r1,Q13toQ16_r2,Q13toQ16_r3,Q13toQ16_r4,Q17,Q17_4_other,Q18,Q18_5_other,Q991,Q992,Q993,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_9_other,secondQ3,secondQ3a,Q20toQ34_r1,Q20toQ34_r2,Q20toQ34_r3,Q20toQ34_r4,Q20toQ34_r5,Q20toQ34_r6,Q20toQ34_r7,Q20toQ34_r8,Q20toQ34_r9,Q20toQ34_r10,Q20toQ34_r11,Q20toQ34_r12,Q20toQ34_r13,Q20toQ34_r14,Q20toQ34_r15,Q37,Documentaries,Optimism,Q41_1,Q42_1,Q43_1,Q45_1,Q46_1,Prefernottosay_1,Q47,Q48,Q49,Q50,Q50_6_other,Q51,Q51_9_other,Q52,Q53,Comments,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_block_set_1,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,sys_pagetime_31,sys_pagetime_32,sys_pagetime_33,sys_pagetime_34,sys_pagetime_35,sys_pagetime_36,sys_pagetime_37,sys_pagetime_38,sys_pagetime_39,sys_pagetime_40,sys_pagetime_41,sys_pagetime_42,sys_pagetime_43,sys_pagetime_44,sys_pagetime_45,sys_pagetime_46,sys_pagetime_47
11,17 Dec 2021 - 21:44:12 CET,17 Dec 2021 - 21:56:15 CET,0h 12m 3s,0h 12m 3s,1639773852,1639774575,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; Infinix X680B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.92 Mobile Safari/537.36",Android 10,Chrome 96.0.4664.92,125.163.241.61,360,,1,1,1,2,1,1,0,0,0,0,,1,100000,,,,,1,1,2,1,1,2,2,6,1,,5,5,5,4,2,,1,,3,3,4,1,1,1,1,1,1,1,1,0,0,,4,6,4,4,5,5,5,4,4,4,5,4,4,4,4,4,5,6,1,4,26,66,75,73,22,0,50,2,1,4,,4,,81,81,,11,CBC3_1618573147_0,"1,2",6,11,6,7,14,6,12,,,,,10,29,35,20,34,54,28,25,28,12,23,13,11,23,11,15,15,18,20,9,53,9,7,9,11,8,11,14,12,7,35,11,6,5,33,3
12,17 Dec 2021 - 21:45:56 CET,17 Dec 2021 - 21:50:36 CET,0h 4m 40s,0h 4m 37s,1639773956,1639774236,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; RMX1971) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.96 Mobile Safari/537.36",Android 10,Chrome 78.0.3904.96,114.79.0.182,360,,1,1,1,3,1,0,0,0,0,0,,1,1000000,,,,,1,1,1,1,1,1,1,15,1,,5,5,5,5,1,,1,,4,4,4,1,0,0,0,0,1,1,0,0,0,,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,1,1,100,100,100,100,100,0,25,2,2,2,,4,,81,81,,12,CBC3_1618573147_0,"1,2",4,11,2,13,8,3,13,,,,,6,4,4,2,2,10,4,3,4,5,2,16,8,8,3,3,9,12,15,7,23,3,3,2,5,3,4,3,4,5,3,15,4,5,14,4
13,17 Dec 2021 - 22:07:38 CET,17 Dec 2021 - 22:23:38 CET,0h 16m 0s,0h 15m 59s,1639775258,1639776218,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; Infinix X657B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.92 Mobile Safari/537.36",Android 10,Chrome 96.0.4664.92,140.213.39.158,360,,1,3,2,,0,0,0,0,0,1,,1,,4,3,,,1,1,2,2,1,1,2,4,3,,5,5,5,5,3,,3,,4,4,4,0,0,0,0,1,0,0,0,0,0,,,,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,7,1,1,100,100,100,100,37,1,47,1,2,2,,2,,81,81,Cukup puas dan mengedukasi,13,CBC3_1618573147_0,"2,1",8,13,6,,20,11,11,27,16,,,13,22,64,46,58,34,18,8,18,11,7,25,25,27,13,39,23,27,,,67,18,17,21,17,13,15,22,23,10,6,21,10,22,34,61
14,17 Dec 2021 - 22:26:13 CET,17 Dec 2021 - 22:35:08 CET,0h 8m 55s,0h 8m 52s,1639776373,1639776908,1,5,,Terminate,1,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 7,Firefox 95.0,120.188.76.46,1366,,1,1,2,,1,0,0,0,0,0,,1,,,,,,1,3,3,2,3,3,2,5,3,,4,4,4,3,2,,1,,2,3,1,1,1,1,1,1,1,1,1,0,0,,4,3,4,4,4,4,4,3,3,4,5,5,5,5,5,4,5,6,3,2,21,57,59,72,50,1,67,1,2,4,,7,,81,81,,14,CBC3_1618573147_0,"1,2",793,10,8,,14,8,17,,,,,7,35,15,34,9,15,9,16,8,8,6,15,12,11,12,12,15,14,16,8,29,11,7,8,15,13,5,14,17,12,5,14,5,4,31,8
15,17 Dec 2021 - 22:31:17 CET,17 Dec 2021 - 22:37:36 CET,0h 6m 19s,0h 6m 18s,1639776677,1639777056,1,2,,CBC_Random4,1,"Mozilla/5.0 (Linux; Android 7.0; i7U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4750.0 Mobile Safari/537.36",Android 7.0,Chrome 100.0.4750.0,114.5.251.241,451,,1,1,1,3,1,1,1,1,0,0,,1,4000000,3,4,,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,CBC3_1618573147_0,"2,1",10,11,7,15,9,7,16,48,16,,,8,13,74,13,6,120,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17 Dec 2021 - 22:40:02 CET,17 Dec 2021 - 22:46:00 CET,0h 5m 58s,0h 5m 55s,1639777202,1639777560,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 7.0; i7U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4750.0 Mobile Safari/537.36",Android 7.0,Chrome 100.0.4750.0,114.5.251.241,451,,1,1,1,3,1,1,1,1,0,0,,1,4000000,3,4,,,1,2,1,2,2,1,2,17,1,,4,4,4,5,3,,2,,4,4,4,1,1,1,1,0,0,1,1,0,0,,,,4,5,5,5,5,3,3,5,4,5,5,5,5,5,5,6,1,1,100,100,100,100,100,0,30,2,6,4,,1,,81,81,Sangat menyenangkan,16,CBC3_1618573147_0,"2,1",12,5,3,4,4,4,7,4,5,,,3,3,3,3,3,14,3,23,9,4,5,12,19,19,7,15,4,14,,,30,8,9,7,6,5,5,5,2,8,2,12,8,5,35,9
17,17 Dec 2021 - 22:40:45 CET,17 Dec 2021 - 23:09:42 CET,0h 28m 57s,0h 28m 56s,1639777245,1639778982,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; SM-M205G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Mobile Safari/537.36",Android 10,Chrome 81.0.4044.138,114.124.206.106,360,,1,1,1,3,1,1,1,0,0,0,,1,100000,,,,,1,2,2,1,1,1,1,9,2,,5,5,4,5,3,,2,,4,4,3,1,0,1,1,1,1,1,1,0,0,,4,5,4,4,5,5,5,3,4,5,4,4,5,5,5,4,5,7,1,2,85,33,90,90,74,0,40,1,2,2,,4,,81,81,,17,CBC3_1618573147_0,"1,2",23,13,18,19,26,20,34,,,,,14,26,51,65,7,28,48,41,19,7,33,49,39,55,34,41,34,61,36,25,127,29,12,374,46,30,22,28,31,13,5,49,12,44,59,12
18,17 Dec 2021 - 22:42:35 CET,17 Dec 2021 - 22:51:05 CET,0h 8m 30s,0h 8m 29s,1639777355,1639777865,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; V2039) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Mobile Safari/537.36",Android 11,Chrome 94.0.4606.71,182.2.37.192,384,,1,1,1,4,0,1,1,0,0,0,,1,500000,,,,,1,2,1,1,1,1,2,14,1,,5,5,5,5,3,,3,,4,4,3,0,0,0,0,0,0,0,0,1,0,Kita semua,4,5,5,5,5,5,5,2,2,3,2,3,4,4,1,3,5,7,1,1,91,78,97,80,,1,33,2,3,4,,4,,81,81,,18,CBC3_1618573147_0,"1,2",13,7,6,8,17,10,17,,,,,5,9,7,10,6,45,14,21,6,5,13,12,8,15,10,9,12,21,13,7,59,10,7,9,11,10,7,5,8,6,4,11,9,8,25,7
19,17 Dec 2021 - 22:53:04 CET,17 Dec 2021 - 23:01:28 CET,0h 8m 24s,0h 8m 21s,1639777984,1639778488,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 5.1; vivo Y21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.105 Mobile Safari/537.36",Android 5.1,Chrome 89.0.4389.105,182.2.39.35,320,,1,1,1,2,0,0,1,0,0,0,,,,2,,1,1000000,1,2,1,1,1,1,2,17,2,,3,3,3,3,2,,1,,2,1,2,0,1,0,0,0,0,0,0,0,0,,,,3,3,2,1,2,2,2,2,2,1,3,4,4,3,4,7,2,1,100,100,100,79,76,1,21,1,1,1,,2,,81,81,,19,CBC3_1618573147_0,"2,1",19,3,9,6,16,,,13,,3,65,6,5,4,6,3,32,10,20,8,12,7,24,7,17,5,6,12,6,,,56,13,5,4,6,4,4,6,6,12,5,5,5,6,47,12
20,17 Dec 2021 - 22:59:48 CET,17 Dec 2021 - 23:13:25 CET,0h 13m 37s,0h 13m 32s,1639778388,1639779205,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,115.178.215.66,1280,,1,1,2,,1,0,0,0,0,0,,1,500000,4,6,,,1,2,2,2,1,1,1,13,3,,5,4,4,4,3,,2,,3,3,4,1,1,1,1,1,1,1,1,0,0,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,2,2,73,59,88,75,50,1,58,2,3,3,,2,,81,81,,20,CBC3_1618573147_0,"2,1",20,28,6,,23,9,20,14,11,,,6,17,51,45,21,55,26,21,43,40,16,15,20,17,24,22,22,15,,,29,12,17,15,21,14,15,24,14,8,4,10,8,9,16,9
21,17 Dec 2021 - 23:00:10 CET,17 Dec 2021 - 23:15:38 CET,0h 15m 28s,0h 15m 25s,1639778410,1639779338,1,5,,Terminate,1,"Mozilla/5.0 (Linux; U; Android 8.1.0; id-id; Redmi 5 Plus Build/OPM1.171019.019) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4389.116 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.15.2-go",Android 8.1.0,XiaoMi MiuiBrowser,125.163.138.39,393,,1,1,2,,0,1,0,0,0,0,,1,,4,6,,,1,2,2,2,2,2,2,9,3,,5,5,5,4,2,,2,,3,3,4,1,0,1,1,1,1,1,0,0,0,,,,4,4,4,5,4,4,5,4,4,4,3,4,4,4,4,6,1,1,97,89,94,73,54,0,49,1,3,4,,1,,81,81,Sangat bagus materinya,21,CBC3_1618573147_0,"2,1",4,19,8,,16,10,20,19,18,,,5,28,47,69,35,64,73,41,29,19,17,12,17,22,24,22,22,26,,,62,14,10,9,18,11,9,22,16,6,4,12,5,5,23,17
22,17 Dec 2021 - 23:07:09 CET,17 Dec 2021 - 23:31:59 CET,0h 24m 50s,0h 24m 48s,1639778829,1639780319,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; RMX3235) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.45,120.188.87.232,360,,1,1,1,1,1,1,1,0,0,0,,2,,3,3,,,1,1,2,1,1,2,1,2,5,,5,4,4,1,3,,3,,3,3,3,1,1,0,0,0,1,0,1,0,0,,,,4,4,5,5,5,1,5,5,5,5,5,4,4,5,5,6,1,1,59,81,85,59,30,0,40,1,4,3,,4,,81,108,,22,CBC3_1618573147_0,"2,1",12,11,12,15,35,15,,32,23,,,15,30,100,294,77,51,38,24,41,15,22,13,24,40,34,30,80,35,,,81,21,41,15,23,23,15,16,23,9,4,24,15,12,36,24
23,17 Dec 2021 - 23:42:36 CET,17 Dec 2021 - 23:46:02 CET,0h 3m 26s,0h 3m 24s,1639780956,1639781162,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 7.1.1; CPH1717) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 7.1.1,Chrome 96.0.4664.104,36.69.88.28,360,,1,1,1,2,1,1,0,0,0,0,,1,200000,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,4,5,4,4,4,5,4,4,4,4,4,3,4,6,1,1,47,53,59,59,57,0,48,2,3,2,,9,Ibu rumah tangga,81,81,,,,"1,2",2,10,3,4,4,7,2,,,,,8,,,,,,,,,,,,,,,,,,5,4,42,13,2,6,6,6,7,10,9,4,3,6,3,14,21,5
24,17 Dec 2021 - 23:43:25 CET,18 Dec 2021 - 00:01:16 CET,0h 17m 51s,0h 17m 48s,1639781005,1639782076,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 5.1.1; Infinix HOT 3 LTE) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.74 Mobile Safari/537.36",Android 5.1.1,Chrome 95.0.4638.74,114.122.70.189,360,,1,1,2,,0,0,0,0,0,1,,,,1,,2,,1,1,1,2,2,2,1,2,4,,1,4,5,3,3,,2,,3,3,2,1,0,0,0,0,0,0,0,0,0,,,,4,4,3,2,2,1,3,3,2,3,2,4,4,3,3,4,2,2,34,34,67,63,72,1,54,2,2,2,,10,,81,81,,24,CBC3_1618573147_0,"2,1",13,11,7,,13,,,34,,12,,11,35,50,40,50,47,37,35,45,21,26,17,22,36,19,11,34,37,,,104,22,16,29,45,17,22,17,16,9,5,15,11,13,67,10
25,17 Dec 2021 - 23:50:34 CET,17 Dec 2021 - 23:51:49 CET,0h 1m 15s,0h 1m 15s,1639781434,1639781509,1,2,,Text3,1,"Mozilla/5.0 (Linux; Android 8.1.0; Redmi Note 5 Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36",Android 8.1.0,Chrome 96.0.4664.104,180.248.8.95,393,,1,2,2,,1,0,0,0,0,0,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,2",42,11,7,,23,8,9,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
