sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Agreement,Q0,Q1,Q1a,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_5_other,firstQ4,Q4a1,firstQ3,firstQ3a,secondQ4,Q4a,Q5,CBC_Random1,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random2,WTP,Q12,Q12_8_other,Q13toQ16_r1,Q13toQ16_r2,Q13toQ16_r3,Q13toQ16_r4,Q17,Q17_4_other,Q18,Q18_5_other,Q991,Q992,Q993,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_9_other,secondQ3,secondQ3a,Q20toQ34_r1,Q20toQ34_r2,Q20toQ34_r3,Q20toQ34_r4,Q20toQ34_r5,Q20toQ34_r6,Q20toQ34_r7,Q20toQ34_r8,Q20toQ34_r9,Q20toQ34_r10,Q20toQ34_r11,Q20toQ34_r12,Q20toQ34_r13,Q20toQ34_r14,Q20toQ34_r15,Q37,Documentaries,Optimism,Q41_1,Q42_1,Q43_1,Q45_1,Q46_1,Prefernottosay_1,Q47,Q48,Q49,Q50,Q50_6_other,Q51,Q51_9_other,Q52,Q53,Comments,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_block_set_1,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,sys_pagetime_31,sys_pagetime_32,sys_pagetime_33,sys_pagetime_34,sys_pagetime_35,sys_pagetime_36,sys_pagetime_37,sys_pagetime_38,sys_pagetime_39,sys_pagetime_40,sys_pagetime_41,sys_pagetime_42,sys_pagetime_43,sys_pagetime_44,sys_pagetime_45,sys_pagetime_46,sys_pagetime_47
16,17 Dec 2021 - 19:03:52 CET,17 Dec 2021 - 19:04:50 CET,0h 0m 58s,0h 0m 57s,1639764232,1639764290,1,2,,firstQ3a,1,"Mozilla/5.0 (Linux; Android 10; M2006C3MG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",Android 10,Chrome 96.0.4664.45,186.11.98.226,360,,1,2,2,,0,0,0,0,0,1,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,1",21,9,8,,10,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17 Dec 2021 - 19:05:01 CET,17 Dec 2021 - 19:12:40 CET,0h 7m 39s,0h 8m 34s,1639764301,1639764760,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 9; SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 9,Chrome 96.0.4664.104,201.214.217.253,360,,1,3,2,,0,0,0,0,0,1,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4,3,4,4,5,3,3,5,5,4,5,4,4,3,5,3,1,3,100,8,0,16,26,0,53,2,7,2,,6,,37,37,,,,"1,2",21,16,5,,13,9,,,,,,32,,,,,,,,,,,,,,,,,,26,10,87,31,16,18,32,14,28,14,15,8,19,38,12,12,21,9
18,17 Dec 2021 - 19:05:39 CET,17 Dec 2021 - 19:48:08 CET,0h 42m 29s,0h 42m 24s,1639764339,1639766888,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-A025M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.104,2800:150:115:3916:bcf2:5793:8a5b:f459,412,,1,3,2,,0,0,0,0,0,1,,2,,,,,,1,1,2,2,2,1,1,2,4,,4,3,4,4,2,,2,,3,3,4,1,1,0,1,0,1,1,1,0,0,,4,5,5,5,4,5,5,4,3,4,3,5,5,5,5,5,5,7,1,3,100,68,100,100,44,1,21,2,1,7,,2,,193,37,,18,CBC3_1618573147_0,"1,2",25,75,4,,12,7,,,,,,11,22,9,20,3,19,14,9,8,3,8,10,9,30,27,7,23,33,36,22,93,123,26,17,19,33,23,17,22,4,5,17,12,1673,33,6
19,17 Dec 2021 - 19:18:25 CET,17 Dec 2021 - 19:28:18 CET,0h 9m 53s,0h 11m 50s,1639765105,1639765698,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A115M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/15.0 Chrome/90.0.4430.210 Mobile Safari/537.36",Android 10,Chrome 90.0.4430.210,186.11.58.169,360,,1,3,2,,0,0,0,0,0,1,,2,,4,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,5,4,5,3,5,5,5,3,5,5,5,4,4,2,2,3,6,0,44,57,65,0,59,2,8,2,,1,,37,37,,19,CBC3_1618573147_0,"2,1",8,14,7,,16,9,,21,10,,,151,,,,,,,,,,,,,,,,,,,,88,21,17,19,19,20,9,12,13,11,5,22,8,8,96,7
20,17 Dec 2021 - 19:19:27 CET,17 Dec 2021 - 19:28:10 CET,0h 8m 43s,0h 8m 41s,1639765167,1639765690,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; LM-K510) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 10,Chrome 96.0.4664.104,186.79.198.249,360,,1,3,2,,0,0,0,0,0,1,,2,,3,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,5,3,5,4,3,3,5,5,5,4,5,5,1,2,72,75,69,59,,1,43,1,1,7,,6,,37,37,,,,"2,1",10,8,5,,12,15,,33,16,,,9,,,,,,,,,,,,,,,,,,,,99,14,9,7,19,8,7,13,54,14,5,71,20,18,56,9
21,17 Dec 2021 - 19:26:48 CET,17 Dec 2021 - 19:38:20 CET,0h 11m 32s,0h 11m 31s,1639765608,1639766300,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; M2101K7BL) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.92 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.92,201.189.200.50,393,,1,1,2,,1,0,0,0,0,0,,1,20000,4,5,,,1,1,2,2,1,1,1,9,1,,4,4,4,4,3,,2,,3,3,3,1,1,0,1,1,0,1,0,0,0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,1,2,48,45,43,43,46,0,47,2,1,4,,1,,193,37,Me gustó porque nos hacen pregunta del medio ambiente que es bueno para hacer mejoras en el futuro,21,CBC3_1618573147_0,"2,1",12,7,5,,11,8,9,25,26,,,8,16,35,31,7,17,17,22,13,11,5,14,24,24,60,12,44,27,,,46,20,7,9,13,11,6,3,4,7,3,9,8,9,19,39
22,17 Dec 2021 - 19:50:41 CET,17 Dec 2021 - 19:55:36 CET,0h 4m 55s,0h 4m 55s,1639767041,1639767336,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36 Edg/85.0.564.67",Windows 10.0,Edg 85.0.564.67,186.10.185.214,1366,,1,1,2,,0,0,0,0,0,1,,2,,4,5,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,6,2,2,82,66,56,66,26,0,56,1,2,2,,6,,37,37,,,,"2,1",12,8,3,,15,7,,20,13,,,9,,,,,,,,,,,,,,,,,,,,41,18,9,15,16,12,7,18,10,6,4,18,8,5,28,5
23,17 Dec 2021 - 19:55:21 CET,17 Dec 2021 - 19:57:16 CET,0h 1m 55s,0h 1m 55s,1639767321,1639767436,1,2,,CBC_Random1,1,"Mozilla/5.0 (Linux; Android 6.0.1; SM-P350) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.74 Safari/537.36",Android 6.0.1,Chrome 95.0.4638.74,186.10.191.67,768,,1,1,2,,0,0,0,0,0,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,CBC3_1618573147_0,"1,2",22,17,6,,13,7,10,,,,,7,9,10,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,17 Dec 2021 - 20:05:13 CET,17 Dec 2021 - 20:12:27 CET,0h 7m 14s,0h 7m 13s,1639767913,1639768347,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.131 Mobile Safari/537.36",Android 10,Chrome 92.0.4515.131,45.232.92.116,393,,1,3,2,,0,0,1,0,0,0,,2,,4,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,6,1,4,98,33,81,91,0,0,27,2,8,2,,2,,37,37,,,,"2,1",96,17,6,,21,20,,25,12,,,15,,,,,,,,,,,,,,,,,,,,81,17,7,17,30,32,14,20,12,7,9,20,8,18,19,6
25,17 Dec 2021 - 20:07:55 CET,17 Dec 2021 - 20:17:16 CET,0h 9m 21s,0h 9m 19s,1639768075,1639768636,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-A115M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.101 Mobile Safari/537.36",Android 11,Chrome 91.0.4472.101,168.196.201.230,384,,1,2,1,1,0,0,1,0,0,0,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,3,83,62,77,81,50,0,56,2,1,3,,5,,37,37,"Puse que no daría , recursos para proteger el medio ambiente, porque actualmente estoy desempleada.",,,"1,2",5,8,10,6,17,7,,,,,,11,,,,,,,,,,,,,,,,,,18,19,78,40,12,27,38,21,40,26,9,8,4,17,16,6,36,85
26,17 Dec 2021 - 20:40:50 CET,17 Dec 2021 - 20:47:46 CET,0h 6m 56s,0h 6m 55s,1639770050,1639770466,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 7,Chrome 96.0.4664.110,2800:150:13e:1f64:5999:6048:f06f:5739,1600,,1,1,2,,0,0,1,0,0,0,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,6,1,4,58,58,68,39,21,0,59,1,1,4,,6,,37,37,las valoraciones numéricas de 0 a 10 no se apreciaban en el cursor..exepto el 0 y el 10,,,"1,2",49,11,5,,25,5,,,,,,11,,,,,,,,,,,,,,,,,,24,7,39,25,6,11,49,20,17,15,12,11,5,22,11,10,25,49
