sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Agreement,Q0,Q1,Q1a,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_5_other,firstQ4,Q4a1,firstQ3,firstQ3a,secondQ4,Q4a,Q5,CBC_Random1,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random2,WTP,Q12,Q12_8_other,Q13toQ16_r1,Q13toQ16_r2,Q13toQ16_r3,Q13toQ16_r4,Q17,Q17_4_other,Q18,Q18_5_other,Q991,Q992,Q993,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_9_other,secondQ3,secondQ3a,Q20toQ34_r1,Q20toQ34_r2,Q20toQ34_r3,Q20toQ34_r4,Q20toQ34_r5,Q20toQ34_r6,Q20toQ34_r7,Q20toQ34_r8,Q20toQ34_r9,Q20toQ34_r10,Q20toQ34_r11,Q20toQ34_r12,Q20toQ34_r13,Q20toQ34_r14,Q20toQ34_r15,Q37,Documentaries,Optimism,Q41_1,Q42_1,Q43_1,Q45_1,Q46_1,Prefernottosay_1,Q47,Q48,Q49,Q50,Q50_6_other,Q51,Q51_9_other,Q52,Q53,Comments,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_block_set_1,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,sys_pagetime_31,sys_pagetime_32,sys_pagetime_33,sys_pagetime_34,sys_pagetime_35,sys_pagetime_36,sys_pagetime_37,sys_pagetime_38,sys_pagetime_39,sys_pagetime_40,sys_pagetime_41,sys_pagetime_42,sys_pagetime_43,sys_pagetime_44,sys_pagetime_45,sys_pagetime_46,sys_pagetime_47
11,18 Dec 2021 - 01:39:32 CET,18 Dec 2021 - 01:42:21 CET,0h 2m 49s,0h 2m 49s,1639787972,1639788141,1,5,,Terminate,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0,Windows 10.0,Firefox 91.0,114.74.62.167,1920,,1,1,1,2,1,0,1,0,0,0,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,3,3,3,4,3,3,3,4,5,3,3,4,5,5,4,4,2,2,35,19,39,60,26,0,56,2,5,2,,2,,10,10,,,,"1,2",4,5,4,7,17,5,,,,,,6,,,,,,,,,,,,,,,,,,6,6,25,6,6,7,9,7,7,7,5,5,3,5,4,3,12,2
12,18 Dec 2021 - 01:45:30 CET,18 Dec 2021 - 01:55:07 CET,0h 9m 37s,0h 9m 36s,1639788330,1639788907,1,5,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/96.0.4664.101 Mobile/15E148 Safari/604.1",,Mobile 15E148,2001:8003:4634:2800:fccb:22f5:4855:ef9c,375,,1,1,2,,0,0,0,0,0,1,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,4,2,2,2,2,3,3,4,4,2,3,3,3,2,3,4,2,3,54,46,50,53,,1,59,2,8,7,,6,,10,1,,,,"1,2",11,13,7,,15,8,,,,,,10,,,,,,,,,,,,,,,,,,39,13,182,24,28,19,25,19,21,39,13,9,5,4,20,13,44,6
13,18 Dec 2021 - 02:00:38 CET,18 Dec 2021 - 02:17:56 CET,0h 17m 18s,0h 17m 15s,1639789238,1639790276,1,5,,Terminate,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,118.210.123.165,1354,,1,1,2,,0,0,0,0,0,1,,2,,4,6,,,1,2,2,2,2,2,2,19,3,,5,5,5,5,3,,4,,3,2,2,1,0,0,0,0,1,0,1,0,0,,,,5,5,5,5,5,4,3,3,4,4,5,3,3,4,5,5,2,2,58,63,58,43,60,0,55,1,4,2,,1,,10,10,,13,CBC3_1618573147_0,"2,1",16,50,24,,25,72,,39,47,,,46,160,57,15,3,45,7,6,8,6,7,98,22,79,13,27,17,13,,,27,9,6,31,5,6,6,7,4,6,4,8,6,7,13,4
14,18 Dec 2021 - 02:07:32 CET,18 Dec 2021 - 02:13:47 CET,0h 6m 15s,0h 7m 8s,1639789652,1639790027,1,5,,Terminate,1,"Mozilla/5.0 (iPad; CPU OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/96.0.4664.53 Mobile/15E148 Safari/604.1",,Mobile 15E148,122.148.221.41,810,,1,1,2,,0,0,1,0,0,0,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,4,4,3,4,4,4,4,4,3,4,4,5,3,3,4,2,3,55,19,27,33,53,0,67,2,2,1,,7,,10,10,,,,"1,2",8,12,4,,7,6,,,,,,8,,,,,,,,,,,,,,,,,,18,11,60,16,10,17,25,10,11,17,13,12,8,11,16,16,77,16
15,18 Dec 2021 - 02:08:19 CET,18 Dec 2021 - 02:13:51 CET,0h 5m 32s,0h 7m 19s,1639789699,1639790031,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,2001:8004:1580:1d14:4c2e:b1d3:78db:40e9,1366,,1,1,2,,1,0,1,0,0,0,,2,,3,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,3,3,77,59,20,28,,1,49,1,3,3,,6,,10,10,,,,"2,1",13,7,6,,9,5,,11,9,,,6,,,,,,,,,,,,,,,,,,,,41,9,8,7,28,7,8,31,20,13,10,17,15,86,19,4
16,18 Dec 2021 - 02:14:33 CET,18 Dec 2021 - 02:14:33 CET,0h 0m 0s,0h 0m 0s,1639790073,1639790073,1,4,,TERMINATEEARLY,1,"Mozilla/5.0 (iPad; CPU OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/96.0.4664.53 Mobile/15E148 Safari/604.1",,Mobile 15E148,122.148.221.41,810,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,18 Dec 2021 - 02:15:32 CET,18 Dec 2021 - 02:15:32 CET,0h 0m 0s,0h 0m 0s,1639790132,1639790132,1,4,,TERMINATEEARLY,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,49.178.128.14,1536,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18 Dec 2021 - 02:17:22 CET,18 Dec 2021 - 02:25:47 CET,0h 8m 25s,0h 8m 21s,1639790242,1639790747,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,120.23.30.252,998,,1,1,2,,1,0,0,0,0,0,,2,,,,,,1,2,2,2,2,2,1,6,1,,3,4,4,4,2,,2,,3,2,3,1,0,0,1,1,1,1,0,0,0,,4,6,4,5,4,4,5,3,3,3,4,4,3,3,4,4,3,6,2,3,84,50,78,50,46,0,67,2,5,2,,7,,10,10,,18,CBC3_1618573147_0,"1,2",63,5,3,,7,4,,,,,,4,13,27,31,4,35,25,13,20,39,16,16,21,20,10,14,16,12,7,4,35,12,5,4,8,5,10,7,6,6,4,5,4,5,16,3
19,18 Dec 2021 - 02:32:00 CET,18 Dec 2021 - 02:37:50 CET,0h 5m 50s,0h 5m 47s,1639791120,1639791470,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,2001:8003:54a1:7201:11a9:fdc5:9d9:1c94,1366,,1,1,2,,1,0,0,0,0,0,,2,,4,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,5,4,4,4,5,5,4,3,3,3,2,3,36,32,68,81,38,0,68,1,3,4,,7,,10,10,,,,"2,1",6,9,6,,10,6,,22,8,,,11,,,,,,,,,,,,,,,,,,,,75,21,21,13,25,11,12,21,12,11,5,6,7,14,15,6
20,18 Dec 2021 - 03:11:35 CET,18 Dec 2021 - 03:16:03 CET,0h 4m 28s,0h 4m 27s,1639793495,1639793763,1,5,,Terminate,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15",Mac OS X 10.15.6,Safari 14.0.3,149.167.138.81,1366,,1,1,1,1,1,0,0,0,0,0,,2,,3,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,2,3,3,3,2,2,3,3,2,3,5,2,2,53,58,55,69,57,0,36,2,1,3,,1,,10,10,,,,"2,1",7,8,6,15,26,3,,10,5,,,9,,,,,,,,,,,,,,,,,,,,41,16,5,6,12,8,13,13,10,6,4,14,14,4,13,6
21,18 Dec 2021 - 03:15:29 CET,18 Dec 2021 - 03:19:49 CET,0h 4m 20s,0h 4m 17s,1639793729,1639793989,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-G970F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.92 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.92,2001:8004:4502:ea7d:c0b8:22bd:34ac:2359,320,,1,1,2,,0,0,0,0,0,1,,2,,3,2,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,4,5,5,5,5,2,4,5,5,3,5,6,2,2,56,8,79,50,5,0,69,2,4,5,,9,Self funded retiree,10,10,User-friendly interesting survey to complete,,,"2,1",47,9,4,,6,4,,10,10,,,6,,,,,,,,,,,,,,,,,,,,47,13,5,14,10,8,11,21,9,6,3,7,8,24,14,8
22,18 Dec 2021 - 03:27:40 CET,18 Dec 2021 - 03:29:38 CET,0h 1m 58s,0h 1m 57s,1639794460,1639794578,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,120.156.46.59,1920,,1,1,2,,0,1,1,1,0,0,,2,,3,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,2,3,3,3,3,2,2,2,2,2,2,4,2,2,53,54,52,52,54,0,20,1,8,2,,1,,10,10,,,,"2,1",4,12,6,,8,5,,6,5,,,2,,,,,,,,,,,,,,,,,,,,14,4,4,2,3,4,3,2,3,6,3,5,3,4,10,3
23,18 Dec 2021 - 03:57:37 CET,18 Dec 2021 - 04:06:56 CET,0h 9m 19s,0h 9m 14s,1639796257,1639796816,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,2001:8003:3a01:fe00:dc6e:b1ac:1c3b:247,1360,,1,1,2,,1,0,1,0,0,0,,2,,,,,,1,1,2,2,1,1,2,6,6,,4,4,4,3,2,,3,,3,3,3,1,0,0,1,0,1,1,1,0,0,,3,3,4,4,4,5,4,4,3,4,4,4,5,3,4,4,4,4,2,2,73,50,59,94,27,0,66,2,8,4,,9,retired,10,10,,23,CBC3_1618573147_0,"1,2",20,7,8,,15,6,,,,,,5,11,20,31,10,24,16,12,10,8,9,55,25,20,12,15,13,28,11,9,41,9,7,7,10,6,7,9,6,8,8,6,6,21,18,5
24,18 Dec 2021 - 04:31:27 CET,18 Dec 2021 - 04:35:40 CET,0h 4m 13s,0h 4m 12s,1639798287,1639798540,1,5,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",,Safari 604.1,124.183.17.86,414,,1,1,2,,1,0,0,0,0,0,,2,,4,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,2,5,5,2,2,5,5,5,5,5,4,3,4,69,79,89,88,,1,69,2,3,1,,7,,10,10,,,,"2,1",23,7,4,,5,4,,6,4,,,4,,,,,,,,,,,,,,,,,,,,59,9,8,6,10,12,7,8,7,7,3,6,5,4,64,3
25,18 Dec 2021 - 04:41:05 CET,18 Dec 2021 - 04:45:48 CET,0h 4m 43s,0h 4m 42s,1639798865,1639799148,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/16.0 Chrome/92.0.4515.166 Mobile Safari/537.36",Android 11,Chrome 92.0.4515.166,124.171.210.153,778,,1,1,1,6,1,1,1,0,0,0,,1,50,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,2,1,4,4,1,2,4,3,3,1,1,1,1,2,1,1,17,44,93,36,70,0,65,1,5,4,,9,Retired,10,10,,,,"1,2",9,5,4,9,10,7,5,,,,,8,,,,,,,,,,,,,,,,,,16,9,61,12,7,9,13,9,8,11,11,7,7,8,5,19,18,4
26,18 Dec 2021 - 04:55:03 CET,18 Dec 2021 - 05:23:32 CET,0h 28m 29s,0h 28m 24s,1639799703,1639801412,1,5,,Terminate,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,58.179.239.206,1150,,1,1,2,,0,0,0,0,0,1,,2,,,,,,1,3,3,1,1,3,3,4,1,,4,4,4,5,2,,2,,4,3,2,1,1,1,1,0,0,1,0,0,0,,3,2,1,1,2,2,1,4,2,4,4,3,3,2,3,2,3,6,3,2,83,39,51,99,58,0,57,2,4,2,,4,,10,10,,26,CBC3_1618573147_0,"1,2",33,31,8,,25,37,,,,,,7,69,67,42,27,63,32,41,33,32,48,78,30,117,92,106,190,32,90,16,149,39,17,12,28,9,17,44,11,6,4,5,12,8,25,5
27,18 Dec 2021 - 05:04:55 CET,18 Dec 2021 - 05:11:04 CET,0h 6m 9s,0h 6m 8s,1639800295,1639800664,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,49.197.45.4,1920,,1,1,1,2,1,1,0,0,0,0,,2,,3,2,,,1,2,1,2,3,2,1,7,3,,2,2,4,5,3,,4,,3,3,3,1,0,0,1,0,0,0,0,0,0,,,,2,3,3,3,3,4,1,3,5,2,2,3,4,4,2,5,2,2,30,30,50,24,90,0,59,1,2,4,,7,,10,10,good survey,27,CBC3_1618573147_0,"2,1",6,6,4,7,7,4,,10,6,,,7,9,9,19,3,7,5,6,8,5,5,11,13,15,10,16,11,10,,,35,8,8,6,23,6,8,7,6,7,3,6,3,10,11,8
28,18 Dec 2021 - 06:56:43 CET,18 Dec 2021 - 07:03:56 CET,0h 7m 13s,0h 7m 12s,1639807003,1639807436,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 8.1.0; ZTE BLADE B125) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.50 Mobile Safari/537.36",Android 8.1.0,Chrome 95.0.4638.50,1.144.111.30,320,,1,1,1,2,0,1,1,1,0,0,,2,,,,,,1,3,2,1,3,2,2,7,5,,4,5,4,4,2,,3,,3,3,3,1,0,0,1,1,0,0,0,0,0,,2,,3,5,5,4,5,3,3,3,4,4,3,5,5,4,4,5,1,2,78,79,78,66,73,0,62,1,3,2,,2,,10,10,Good topic to discuss.,28,CBC3_1618573147_0,"1,2",9,8,6,10,13,6,,,,,,10,7,5,5,3,22,12,8,11,4,12,12,12,19,9,6,12,9,14,,45,23,6,7,6,6,7,9,11,7,3,6,5,6,19,31
