sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Agreement,Q0,Q1,Q1a,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_5_other,firstQ4,Q4a1,firstQ3,firstQ3a,secondQ4,Q4a,Q5,CBC_Random1,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random2,WTP,Q12,Q12_8_other,Q13toQ16_r1,Q13toQ16_r2,Q13toQ16_r3,Q13toQ16_r4,Q17,Q17_4_other,Q18,Q18_5_other,Q991,Q992,Q993,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_9_other,secondQ3,secondQ3a,Q20toQ34_r1,Q20toQ34_r2,Q20toQ34_r3,Q20toQ34_r4,Q20toQ34_r5,Q20toQ34_r6,Q20toQ34_r7,Q20toQ34_r8,Q20toQ34_r9,Q20toQ34_r10,Q20toQ34_r11,Q20toQ34_r12,Q20toQ34_r13,Q20toQ34_r14,Q20toQ34_r15,Q37,Documentaries,Optimism,Q41_1,Q42_1,Q43_1,Q45_1,Q46_1,Prefernottosay_1,Q47,Q48,Q49,Q50,Q50_6_other,Q51,Q51_9_other,Q52,Q53,Comments,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_block_set_1,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,sys_pagetime_31,sys_pagetime_32,sys_pagetime_33,sys_pagetime_34,sys_pagetime_35,sys_pagetime_36,sys_pagetime_37,sys_pagetime_38,sys_pagetime_39,sys_pagetime_40,sys_pagetime_41,sys_pagetime_42,sys_pagetime_43,sys_pagetime_44,sys_pagetime_45,sys_pagetime_46,sys_pagetime_47
11,17 Dec 2021 - 21:52:00 CET,17 Dec 2021 - 22:29:58 CET,0h 37m 58s,0h 37m 56s,1639774320,1639776598,1,5,,Terminate,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Mac OS X 10.15.6,Safari 15.1,2400:2650:2000:6d00:d1f4:7877:7744:7306,768,,1,2,1,1,1,0,0,0,0,0,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,4,3,3,5,4,4,3,4,4,3,3,3,4,4,3,4,2,3,62,62,58,50,38,0,61,2,6,5,,6,,88,88,,,,"1,2",180,13,9,13,39,17,,,,,,11,,,,,,,,,,,,,,,,,,16,46,133,27,14,1751,13,10,16,23,25,9,6,7,6,15,52,5
12,17 Dec 2021 - 22:09:12 CET,17 Dec 2021 - 22:15:36 CET,0h 6m 24s,0h 6m 24s,1639775352,1639775736,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,153.243.72.139,819,,1,1,2,,0,0,0,0,0,1,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,51,51,52,53,68,0,27,1,3,2,,1,,88,88,,,,"1,2",13,14,3,,12,3,,,,,,8,,,,,,,,,,,,,,,,,,12,6,17,7,8,4,5,60,19,17,19,8,7,22,21,11,43,58
13,17 Dec 2021 - 22:12:45 CET,17 Dec 2021 - 22:16:59 CET,0h 4m 14s,0h 4m 14s,1639775565,1639775819,1,5,,Terminate,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,153.166.63.243,1128,,1,1,2,,1,0,0,0,0,0,,2,,4,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,5,2,3,77,0,58,38,53,0,49,2,3,4,,4,,88,88,,,,"2,1",8,8,5,,28,5,,9,8,,,7,,,,,,,,,,,,,,,,,,,,47,9,6,10,11,15,13,15,6,7,4,4,4,4,25,4
14,17 Dec 2021 - 22:26:47 CET,17 Dec 2021 - 22:32:00 CET,0h 5m 13s,0h 5m 12s,1639776407,1639776720,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,240f:106:e46e:1:3d34:f689:6af7:aef0,1393,,1,1,1,7,1,1,0,0,0,0,,2,,,,,,1,1,1,2,2,2,1,8,3,,4,3,3,4,3,,3,,3,3,2,1,0,0,0,1,1,0,1,0,0,,4,6,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,2,3,59,62,62,76,50,0,51,1,5,2,,1,,88,88,特にない,14,CBC3_1618573147_0,"1,2",6,4,6,7,10,7,,,,,,3,5,3,15,1,5,18,9,10,6,10,8,5,9,4,7,10,11,4,4,22,8,7,8,3,6,5,3,6,6,3,7,3,3,33,8
15,17 Dec 2021 - 22:30:17 CET,17 Dec 2021 - 22:34:02 CET,0h 3m 45s,0h 3m 43s,1639776617,1639776842,1,5,,Terminate,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.0 Safari/605.1.15",Mac OS X 10.15.6,Safari 15.0,60.76.57.30,1511,,1,1,2,,0,0,0,0,0,1,,2,,4,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,4,2,3,2,2,3,2,2,2,4,3,3,2,2,3,75,0,60,36,50,0,28,1,5,4,,1,,88,88,,,,"2,1",30,5,4,,11,5,,12,6,,,5,,,,,,,,,,,,,,,,,,,,43,15,4,10,11,8,9,9,10,5,4,7,9,5,23,3
16,17 Dec 2021 - 23:28:34 CET,17 Dec 2021 - 23:46:19 CET,0h 17m 45s,0h 17m 39s,1639780114,1639781179,1,5,,Terminate,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:56.0) Gecko/20100101 Firefox/56.0,Mac OS X 10.12,Firefox 56.0,240d:1:7202:b300:4c8b:16a5:8f20:ce1f,1440,,1,1,2,,0,0,0,0,0,1,,2,,4,6,,,1,1,2,1,1,1,1,7,3,,4,4,4,5,2,,1,,3,3,3,1,1,0,0,0,0,0,0,0,0,,,,4,3,4,4,4,4,3,3,4,3,3,3,3,3,3,4,2,3,53,56,53,52,50,0,47,1,4,4,,1,,88,88,,16,CBC3_1618573147_0,"2,1",146,8,634,,9,4,,8,7,,,6,29,2,7,4,6,3,8,3,5,13,8,12,14,6,10,9,9,,,25,69,4,6,9,6,2,4,21,7,4,7,5,6,57,3
17,17 Dec 2021 - 23:45:42 CET,17 Dec 2021 - 23:49:14 CET,0h 3m 32s,0h 3m 30s,1639781142,1639781354,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; M2010J19SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 10,Chrome 96.0.4664.104,2405:6583:89c0:6a00:4de9:447e:af61:c8e0,393,,1,1,2,,0,0,0,0,0,1,,2,,,,,,1,2,1,2,2,2,1,5,4,,4,5,4,4,2,,2,,3,4,3,0,0,0,1,1,1,0,0,0,0,,3,3,4,3,4,3,3,4,4,3,4,4,3,3,3,4,3,5,1,2,77,75,65,75,82,0,39,1,4,4,,1,,88,88,,17,CBC3_1618573147_0,"1,2",15,5,5,,7,4,,,,,,5,2,3,3,6,11,5,1,5,2,3,6,3,7,3,3,5,6,3,3,21,3,3,3,2,6,2,3,2,5,3,5,3,4,34,5
18,17 Dec 2021 - 23:57:50 CET,18 Dec 2021 - 00:10:53 CET,0h 13m 3s,0h 13m 2s,1639781870,1639782653,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,240f:b5:6425:1:dce4:5681:8273:cdd0,1239,,1,1,1,3,0,1,1,0,0,0,,1,5000,,,,,1,1,2,2,1,1,2,12,1,,5,4,4,5,2,,2,,3,3,4,0,0,1,0,0,0,1,0,0,0,,4,3,4,5,4,5,5,5,5,4,4,4,3,3,5,5,4,6,1,3,82,53,50,85,50,0,63,1,5,4,,1,,88,88,,18,CBC3_1618573147_0,"1,2",6,6,6,7,10,7,15,,,,,80,39,13,10,6,12,15,18,43,21,8,36,8,32,9,11,40,55,12,18,55,14,10,12,12,33,7,14,9,9,4,13,16,4,28,5
19,18 Dec 2021 - 00:05:02 CET,18 Dec 2021 - 00:06:30 CET,0h 1m 28s,0h 1m 26s,1639782302,1639782390,1,5,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 YJApp-IOS jp.co.yahoo.ipn.appli/4.53.0",,jp.co.yahoo.ipn.appli 4.53.0,218.228.25.249,375,,1,2,2,,0,0,0,0,0,1,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,63,61,51,50,,1,39,1,3,2,,1,,88,88,,,,"2,1",5,2,4,,3,,,6,,0,,1,,,,,,,,,,,,,,,,,,,,18,5,2,3,2,1,2,3,2,3,2,4,4,2,17,0
20,18 Dec 2021 - 00:30:32 CET,18 Dec 2021 - 00:37:27 CET,0h 6m 55s,0h 6m 55s,1639783832,1639784247,1,5,,Terminate,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,157.65.244.102,1022,,1,1,2,,1,0,0,0,0,0,,2,,4,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,4,3,3,3,3,3,3,3,4,3,3,4,1,3,50,22,9,34,25,0,68,1,3,4,,2,,88,88,,,,"2,1",9,9,8,,20,10,,10,14,,,13,,,,,,,,,,,,,,,,,,,,74,18,24,23,24,13,16,29,14,10,9,12,7,11,40,7
21,18 Dec 2021 - 00:37:28 CET,18 Dec 2021 - 00:41:48 CET,0h 4m 20s,0h 4m 19s,1639784248,1639784508,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 7,Chrome 96.0.4664.110,110.130.185.7,718,,1,1,2,,0,0,0,0,0,1,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,3,3,4,3,4,5,3,4,3,4,4,5,4,2,3,50,7,29,55,40,0,62,2,3,4,,6,,88,88,,,,"2,1",13,14,18,,6,,,6,,4,,11,,,,,,,,,,,,,,,,,,,,31,19,5,12,18,7,9,20,4,5,4,7,5,6,45,3
22,18 Dec 2021 - 00:41:42 CET,18 Dec 2021 - 00:46:03 CET,0h 4m 21s,0h 4m 17s,1639784502,1639784763,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 8.1,Chrome 96.0.4664.110,2400:2653:3060:3400:190a:202:2491:bb2e,1518,,1,1,1,2,1,0,0,0,0,0,,1,2000,4,4,,,1,2,1,2,1,1,2,7,2,,4,4,5,3,2,,1,,3,3,3,1,0,0,0,0,0,0,1,0,0,,,,5,5,5,5,5,3,3,4,3,3,4,4,4,4,3,5,1,4,70,75,71,74,37,0,69,2,6,4,,1,,88,88,,22,CBC3_1618573147_0,"2,1",6,4,4,4,9,5,7,5,5,,,8,2,5,7,2,9,9,13,5,6,4,7,8,6,4,9,5,9,,,19,6,6,6,5,3,7,1,4,7,3,3,4,3,17,2
23,18 Dec 2021 - 00:42:00 CET,18 Dec 2021 - 00:44:43 CET,0h 2m 43s,0h 2m 43s,1639784520,1639784683,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; CPH2013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.104,126.254.191.156,381,,1,2,2,,0,0,0,0,0,1,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,54,44,41,46,,1,19,2,1,1,,6,,88,88,,,,"1,2",7,10,4,,5,19,,,,,,2,,,,,,,,,,,,,,,,,,3,,41,5,3,4,1,3,5,1,2,5,2,3,4,6,32,3
24,18 Dec 2021 - 00:44:24 CET,18 Dec 2021 - 00:47:45 CET,0h 3m 21s,0h 3m 21s,1639784664,1639784865,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,117.108.64.238,1102,,1,1,2,,0,0,0,0,0,1,,2,,4,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,4,3,4,3,4,4,3,1,2,5,2,2,4,2,3,77,50,35,65,40,0,62,1,2,4,,7,,88,88,,,,"2,1",4,8,4,,8,3,,6,6,,,4,,,,,,,,,,,,,,,,,,,,50,9,5,4,9,6,12,14,8,5,3,5,3,5,20,4
25,18 Dec 2021 - 00:49:43 CET,18 Dec 2021 - 00:56:27 CET,0h 6m 44s,0h 6m 40s,1639784983,1639785387,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 8.1,Edg 96.0.1054.57,2400:4152:9325:b000:d08d:4146:5772:30e5,839,,1,1,1,6,1,1,1,0,1,0,だいびんぐ,1,,,,,,1,1,2,1,1,2,1,12,5,,4,4,4,3,2,,2,,3,3,3,1,1,1,1,0,1,0,0,0,0,,4,6,4,3,4,5,5,3,3,2,4,2,3,3,4,3,4,5,1,2,50,54,55,50,52,1,47,2,2,2,,4,,88,88,,25,CBC3_1618573147_0,"1,2",14,10,11,8,22,6,3,,,,,8,4,8,32,1,12,13,9,12,8,9,13,7,8,10,7,9,10,4,8,27,6,7,7,6,7,7,5,11,6,3,9,5,6,33,3
26,18 Dec 2021 - 00:50:58 CET,18 Dec 2021 - 00:54:10 CET,0h 3m 12s,0h 3m 9s,1639785058,1639785250,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,60.61.241.98,1366,,1,1,2,,0,0,0,0,0,1,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,4,4,4,3,3,2,2,3,2,3,3,4,3,3,5,2,3,50,24,50,61,44,0,39,2,8,2,,2,,88,88,,,,"1,2",8,5,3,,7,9,,,,,,8,,,,,,,,,,,,,,,,,,5,4,29,7,7,5,8,8,5,6,9,3,7,17,7,8,17,5
27,18 Dec 2021 - 00:59:07 CET,18 Dec 2021 - 01:02:08 CET,0h 3m 1s,0h 3m 0s,1639785547,1639785728,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,240f:45:5fa1:1:9dfd:5ae1:faf4:d63c,1750,,1,2,2,,0,0,0,0,0,1,,2,,4,6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,3,72,76,68,73,31,0,67,1,6,4,,4,,88,88,,,,"2,1",5,9,12,,9,6,,6,13,,,10,,,,,,,,,,,,,,,,,,,,14,6,5,4,7,1,3,3,7,10,3,6,4,3,35,4
