sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Agreement,Q0,Q1,Q1a,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_5_other,firstQ4,Q4a1,firstQ3,firstQ3a,secondQ4,Q4a,Q5,CBC_Random1,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random2,WTP,Q12,Q12_8_other,Q13toQ16_r1,Q13toQ16_r2,Q13toQ16_r3,Q13toQ16_r4,Q17,Q17_4_other,Q18,Q18_5_other,Q991,Q992,Q993,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_9_other,secondQ3,secondQ3a,Q20toQ34_r1,Q20toQ34_r2,Q20toQ34_r3,Q20toQ34_r4,Q20toQ34_r5,Q20toQ34_r6,Q20toQ34_r7,Q20toQ34_r8,Q20toQ34_r9,Q20toQ34_r10,Q20toQ34_r11,Q20toQ34_r12,Q20toQ34_r13,Q20toQ34_r14,Q20toQ34_r15,Q37,Documentaries,Optimism,Q41_1,Q42_1,Q43_1,Q45_1,Q46_1,Prefernottosay_1,Q47,Q48,Q49,Q50,Q50_6_other,Q51,Q51_9_other,Q52,Q53,Comments,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_block_set_1,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,sys_pagetime_31,sys_pagetime_32,sys_pagetime_33,sys_pagetime_34,sys_pagetime_35,sys_pagetime_36,sys_pagetime_37,sys_pagetime_38,sys_pagetime_39,sys_pagetime_40,sys_pagetime_41,sys_pagetime_42,sys_pagetime_43,sys_pagetime_44,sys_pagetime_45,sys_pagetime_46,sys_pagetime_47
16,18 Dec 2021 - 00:50:57 CET,18 Dec 2021 - 00:54:50 CET,0h 3m 53s,0h 3m 52s,1639785057,1639785290,1,5,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_5_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",,Safari 604.1,2a04:4a43:43cf:c253:51d9:e99b:6b14:1e68,414,,1,2,2,,0,0,0,0,0,1,,2,,3,7,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,34,51,49,53,,1,29,2,3,4,,9,Homemaker,141,188,,,,"2,1",7,5,3,,5,3,,5,5,,,6,,,,,,,,,,,,,,,,,,,,20,14,1,7,11,3,2,3,83,6,3,4,4,14,20,5
17,18 Dec 2021 - 06:30:10 CET,18 Dec 2021 - 06:39:29 CET,0h 9m 19s,0h 9m 19s,1639805410,1639805969,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,82.13.58.51,1440,,1,2,2,,0,0,0,0,0,1,,1,,,,,,1,2,1,2,3,2,1,13,2,,4,4,3,4,1,,2,,2,2,1,1,0,0,1,0,1,0,1,0,0,,4,4,4,3,5,3,4,5,2,4,5,3,4,3,2,5,5,6,3,3,81,36,71,71,,1,61,1,3,4,,7,,188,188,I believe that if every body does a little it addds up to a lot.,17,CBC3_1618573147_0,"1,2",4,7,5,,10,5,11,,,,,9,6,12,15,9,28,13,10,11,9,10,25,19,21,11,11,14,18,13,11,53,17,10,8,13,8,12,10,10,6,3,7,3,6,47,33
18,18 Dec 2021 - 08:25:46 CET,18 Dec 2021 - 08:29:00 CET,0h 3m 14s,0h 3m 14s,1639812346,1639812540,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 4.4.2; Hudl 2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",Android 4.4.2,Chrome 81.0.4044.138,2a02:c7c:103c:7000:82d2:1dff:fe35:7eab,960,,1,2,2,,0,0,0,0,0,1,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,4,3,4,4,4,5,5,5,5,3,5,5,5,4,4,5,2,3,71,24,77,52,29,0,42,1,5,4,,1,,188,188,,,,"1,2",18,6,2,,6,3,,,,,,5,,,,,,,,,,,,,,,,,,9,11,29,12,6,9,14,8,5,9,8,4,3,5,5,4,26,5
19,18 Dec 2021 - 08:32:13 CET,18 Dec 2021 - 08:36:15 CET,0h 4m 2s,0h 4m 0s,1639812733,1639812975,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,109.159.91.215,1366,,1,3,2,,0,0,0,0,0,1,,2,,4,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,50,50,50,50,,1,69,1,3,1,,7,,188,188,,,,"2,1",6,10,4,,5,4,,17,8,,,7,,,,,,,,,,,,,,,,,,,,28,32,6,7,8,11,10,10,7,8,1,10,8,4,31,4
20,18 Dec 2021 - 09:32:20 CET,18 Dec 2021 - 09:34:56 CET,0h 2m 36s,0h 2m 33s,1639816340,1639816496,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36 Edg/96.0.1054.53",Windows 10.0,Edg 96.0.1054.53,90.254.177.94,1278,,1,2,2,,0,0,0,0,0,1,,2,,4,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,1,2,3,0,32,50,90,50,0,49,1,3,4,,9,Carer,188,188,,,,"2,1",4,3,3,,4,3,,8,9,,,4,,,,,,,,,,,,,,,,,,,,21,6,3,8,7,5,6,7,11,5,2,3,4,10,18,3
21,18 Dec 2021 - 09:41:24 CET,18 Dec 2021 - 10:48:04 CET,1h 6m 40s,1h 6m 38s,1639816884,1639820884,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 7,Chrome 96.0.4664.110,82.26.31.245,1322,,1,2,2,,0,0,0,0,0,1,,2,,4,7,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,3,2,2,2,2,2,2,2,3,2,2,4,2,4,50,1,50,50,,1,56,2,2,2,,1,,188,188,,,,"2,1",8,13,12,,9,3673,,10,7,,,5,,,,,,,,,,,,,,,,,,,,32,80,19,5,5,5,51,5,6,5,8,4,4,8,29,3
22,18 Dec 2021 - 10:07:25 CET,18 Dec 2021 - 10:11:11 CET,0h 3m 46s,0h 3m 44s,1639818445,1639818671,1,5,,Terminate,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Mac OS X 10.11.6,Safari 11.1.2,213.48.12.113,1569,,1,2,2,,0,0,0,0,0,1,,2,,3,3,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,5,5,3,3,4,4,4,3,4,4,2,2,3,2,2,8,58,60,57,90,0,67,1,4,5,,7,,188,188,,,,"2,1",18,7,7,,6,7,,11,8,,,6,,,,,,,,,,,,,,,,,,,,35,8,8,6,8,6,8,11,6,9,6,6,6,4,44,1
23,18 Dec 2021 - 10:16:04 CET,18 Dec 2021 - 10:23:24 CET,0h 7m 20s,0h 7m 16s,1639818964,1639819404,1,5,,Terminate,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:95.0) Gecko/20100101 Firefox/95.0,Windows 10.0,Firefox 95.0,86.8.176.107,1703,,1,2,2,,1,0,1,0,0,0,,2,,,,,,1,1,3,3,3,3,2,7,1,,4,4,4,5,1,,1,,3,3,1,1,1,1,1,0,1,1,1,0,0,,4,3,5,4,5,4,5,5,5,5,5,5,5,3,4,5,3,6,2,2,50,89,85,80,52,0,68,1,3,4,,7,,188,188,,23,CBC3_1618573147_0,"1,2",8,8,8,,9,6,,,,,,6,25,15,14,7,17,8,4,4,4,8,14,10,14,11,12,18,16,6,8,42,13,6,9,18,9,11,11,8,7,4,5,7,5,25,4
24,18 Dec 2021 - 11:16:04 CET,18 Dec 2021 - 11:18:31 CET,0h 2m 27s,0h 2m 25s,1639822564,1639822711,1,5,,Terminate,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.71 Safari/537.36",Mac OS X 10.15.7,Chrome 94.0.4606.71,80.1.184.86,1680,,1,2,2,,0,0,0,0,0,1,,,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,50,50,50,50,,1,39,1,5,4,,1,,188,188,,,,"2,1",3,9,5,,6,,,16,,3,,3,,,,,,,,,,,,,,,,,,,,34,5,3,5,3,3,2,5,2,4,4,6,5,3,17,2
25,18 Dec 2021 - 11:24:37 CET,18 Dec 2021 - 11:30:12 CET,0h 5m 35s,0h 5m 33s,1639823077,1639823412,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,2a00:23c6:9707:fb01:5514:971d:a973:b959,1280,,1,3,2,,0,0,0,0,0,1,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,3,3,3,5,5,3,5,5,3,3,5,5,5,3,4,4,2,2,43,52,59,80,34,0,65,2,3,4,,7,,188,188,,,,"1,2",12,13,4,,6,7,,,,,,6,,,,,,,,,,,,,,,,,,14,8,68,15,14,13,14,8,17,12,11,8,5,4,8,14,61,3
26,18 Dec 2021 - 11:31:24 CET,18 Dec 2021 - 11:33:24 CET,0h 2m 0s,0h 1m 59s,1639823484,1639823604,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,82.8.12.88,1536,,1,2,2,,1,0,0,0,0,0,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,2,3,4,5,4,3,2,1,2,3,4,5,4,3,1,1,62,39,38,62,43,0,29,1,3,1,,4,,188,188,,,,"1,2",4,10,3,,6,4,7,,,,,3,,,,,,,,,,,,,,,,,,3,,15,3,3,4,4,3,3,3,3,5,3,4,5,4,15,6
27,18 Dec 2021 - 11:42:58 CET,18 Dec 2021 - 11:45:09 CET,0h 2m 11s,0h 2m 8s,1639824178,1639824309,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 7,Chrome 96.0.4664.110,143.159.208.153,1276,,1,2,2,,0,0,0,0,0,1,,2,,4,6,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,2,4,100,7,50,50,50,0,60,1,3,1,,6,,188,188,,,,"2,1",6,4,3,,4,3,,4,5,,,4,,,,,,,,,,,,,,,,,,,,12,7,5,4,4,8,6,9,3,8,0,6,3,12,12,2
