sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Agreement,Q0,Q1,Q1a,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_5_other,firstQ4,Q4a1,firstQ3,firstQ3a,secondQ4,Q4a,Q5,CBC_Random1,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random2,WTP,Q12,Q12_8_other,Q13toQ16_r1,Q13toQ16_r2,Q13toQ16_r3,Q13toQ16_r4,Q17,Q17_4_other,Q18,Q18_5_other,Q991,Q992,Q993,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_9_other,secondQ3,secondQ3a,Q20toQ34_r1,Q20toQ34_r2,Q20toQ34_r3,Q20toQ34_r4,Q20toQ34_r5,Q20toQ34_r6,Q20toQ34_r7,Q20toQ34_r8,Q20toQ34_r9,Q20toQ34_r10,Q20toQ34_r11,Q20toQ34_r12,Q20toQ34_r13,Q20toQ34_r14,Q20toQ34_r15,Q37,Documentaries,Optimism,Q41_1,Q42_1,Q43_1,Q45_1,Q46_1,Prefernottosay_1,Q47,Q48,Q49,Q50,Q50_6_other,Q51,Q51_9_other,Q52,Q53,Comments,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_block_set_1,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,sys_pagetime_31,sys_pagetime_32,sys_pagetime_33,sys_pagetime_34,sys_pagetime_35,sys_pagetime_36,sys_pagetime_37,sys_pagetime_38,sys_pagetime_39,sys_pagetime_40,sys_pagetime_41,sys_pagetime_42,sys_pagetime_43,sys_pagetime_44,sys_pagetime_45,sys_pagetime_46,sys_pagetime_47
11,17 Dec 2021 - 18:10:37 CET,17 Dec 2021 - 18:23:59 CET,0h 13m 22s,0h 13m 18s,1639761037,1639761839,1,2,,Optimism,1,"Mozilla/5.0 (Linux; Android 8.1.0; DUB-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Mobile Safari/537.36",Android 8.1.0,Chrome 70.0.3538.110,102.176.65.122,360,,1,1,2,,0,0,0,0,0,1,,2,,,,,,1,1,2,1,1,2,2,3,8,Based on my finance,5,4,5,4,2,,1,,3,3,3,1,1,1,1,1,1,1,1,0,0,,4,5,3,4,5,5,5,4,4,5,5,4,5,4,4,5,5,6,1,,,,,,,,,,,,,,,,,,11,CBC3_1618573147_0,"1,2",67,41,7,,7,9,,,,,,11,23,37,69,88,60,19,11,17,14,17,18,27,35,31,19,25,22,24,13,126,19,9,,,,,,,,,,,,,
12,17 Dec 2021 - 18:11:21 CET,17 Dec 2021 - 18:23:20 CET,0h 11m 59s,0h 11m 58s,1639761081,1639761800,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,154.160.4.85,1366,,1,1,2,,0,1,0,1,0,0,,1,500,,,,,1,2,1,2,2,1,1,19,6,,3,5,4,3,2,,2,,3,2,4,0,1,1,0,0,1,0,1,0,0,,3,5,5,3,4,5,5,4,4,3,4,5,4,4,5,3,3,7,1,2,71,38,56,21,63,0,26,1,2,2,,6,,67,67,,12,CBC3_1618573147_0,"1,2",7,60,11,,22,9,19,,,,,8,19,29,27,4,36,13,9,8,7,14,21,23,31,17,13,20,17,13,4,68,17,15,13,22,4,4,27,10,10,3,7,5,10,36,13
13,17 Dec 2021 - 18:12:03 CET,17 Dec 2021 - 18:26:18 CET,0h 14m 15s,0h 14m 13s,1639761123,1639761978,1,5,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/96.0.4664.101 Mobile/15E148 Safari/604.1",,Mobile 15E148,41.204.53.114,375,,1,1,2,,0,0,0,0,0,1,,2,,4,4,,,1,1,1,1,1,1,2,10,5,,5,3,4,1,3,,2,,3,4,4,1,0,0,1,1,0,1,0,0,0,,,,4,1,5,5,5,4,4,5,5,5,5,5,5,3,5,7,1,1,36,33,73,75,58,1,,2,1,4,,6,,67,1,,13,CBC3_1618573147_0,"2,1",19,62,11,,8,10,,17,10,,,7,22,11,16,10,71,20,21,29,43,11,25,13,31,18,22,20,26,,,79,13,27,19,43,18,11,25,12,10,3,20,8,9,16,6
14,17 Dec 2021 - 18:12:03 CET,17 Dec 2021 - 18:35:18 CET,0h 23m 15s,0h 30m 34s,1639761123,1639762518,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; Infinix X688B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36",Android 10,Chrome 80.0.3987.99,102.176.65.64,360,,1,1,2,,0,0,0,0,0,1,,2,,,,,,1,1,2,2,2,1,2,6,3,,4,3,4,3,3,,3,,3,1,1,1,0,1,1,1,0,1,0,0,0,,4,4,4,3,5,5,5,4,3,5,5,4,5,5,5,3,5,5,1,4,33,34,74,64,41,0,26,2,8,4,,1,,67,67,,14,CBC3_1618573147_0,"1,2",89,127,8,,20,16,,,,,,11,34,470,120,82,43,56,24,8,15,21,21,19,50,20,20,26,36,21,10,64,22,13,13,28,13,13,32,17,18,5,31,10,8,20,27
15,17 Dec 2021 - 18:13:06 CET,17 Dec 2021 - 18:15:08 CET,0h 2m 2s,0h 2m 1s,1639761186,1639761308,1,2,,CBC_Random3,1,"Mozilla/5.0 (Linux; Android 10; STK-L21) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.80 Mobile Safari/537.36",Android 10,Chrome 94.0.4606.80,102.176.65.228,424,,1,3,2,,0,0,0,0,0,1,,2,,4,6,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,CBC3_1618573147_0,"2,1",8,7,7,,7,8,,20,10,,,6,5,17,11,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,17 Dec 2021 - 18:13:23 CET,17 Dec 2021 - 18:13:23 CET,0h 0m 0s,0h 0m 0s,1639761203,1639761203,1,2,,Text1,1,"Mozilla/5.0 (Linux; Android 11; SM-A022F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",Android 11,Chrome 94.0.4606.85,154.160.26.242,384,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17 Dec 2021 - 18:13:34 CET,17 Dec 2021 - 18:34:49 CET,0h 21m 15s,0h 21m 12s,1639761214,1639762489,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-A025F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.104,41.155.12.10,375,,1,3,2,,0,1,1,0,0,0,,1,500,,,,,1,2,2,2,2,2,2,10,1,,5,3,5,5,3,,1,,3,2,2,1,0,1,1,0,0,1,0,0,0,,4,3,5,3,5,4,2,2,5,2,5,5,5,5,5,4,5,6,1,3,57,78,76,36,26,0,23,1,7,2,,6,,67,67,The coral reefs were a little bit confusing but it went well,17,CBC3_1618573147_0,"1,2",15,25,12,,26,9,16,,,,,11,80,48,16,11,96,26,18,15,11,27,19,41,59,24,13,47,29,41,14,143,22,12,27,58,12,16,31,22,26,9,23,8,18,43,68
18,17 Dec 2021 - 18:13:42 CET,17 Dec 2021 - 18:35:46 CET,0h 22m 4s,0h 23m 25s,1639761222,1639762546,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36 OPR/82.0.4227.23 (Edition Campaign 34)",Windows 10.0,Opera 82.0.4227.23,154.160.22.3,1400,,1,3,2,,0,0,0,0,0,1,,2,,,,,,1,2,2,2,2,2,1,11,3,,3,4,4,4,3,,4,,3,4,4,1,1,1,0,0,1,1,0,0,0,,3,4,1,5,4,5,5,5,4,5,5,4,5,5,5,2,4,7,2,4,99,100,100,100,45,1,34,1,2,6,Polytechnic,1,,67,67,,18,CBC3_1618573147_0,"1,2",26,59,11,,17,11,,,,,,18,88,67,28,4,33,27,26,16,63,18,27,36,41,29,33,46,64,48,23,116,34,20,17,44,12,30,66,23,14,6,47,46,20,23,12
19,17 Dec 2021 - 18:13:45 CET,17 Dec 2021 - 18:33:30 CET,0h 19m 45s,0h 19m 44s,1639761225,1639762410,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 9; SM-G9550 Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36",Android 9,Chrome 96.0.4664.104,154.160.21.247,412,,1,2,2,,0,0,0,0,0,1,,,,2,,2,,1,1,2,1,1,1,1,2,1,,4,5,4,4,2,,2,,3,3,3,0,0,0,0,0,0,1,0,0,0,,,,3,4,4,5,5,5,5,5,5,5,5,5,4,4,5,6,1,2,16,35,86,83,18,0,32,2,2,4,,2,,67,67,,19,CBC3_1618573147_0,"2,1",8,62,42,,12,,,18,,20,,8,38,67,68,36,50,20,38,14,13,10,18,21,30,31,22,129,20,,,103,37,36,13,17,24,21,33,17,7,3,23,9,11,34,9
20,17 Dec 2021 - 18:14:03 CET,17 Dec 2021 - 18:30:52 CET,0h 16m 49s,0h 19m 12s,1639761243,1639762252,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 9; LGM-G600L Build/PKQ1.190522.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/91.0.4472.120 Mobile Safari/537.36",Android 9,Chrome 91.0.4472.120,41.215.172.112,350,,1,1,2,,0,1,0,0,0,0,,1,120,4,5,,,1,1,1,2,1,1,2,9,5,,5,4,5,4,1,,2,,4,3,4,1,1,1,1,1,0,0,0,0,0,,,,4,5,5,3,5,3,2,4,5,5,5,5,5,5,5,7,1,3,79,81,100,100,81,0,24,1,2,4,,2,,67,67,,20,CBC3_1618573147_0,"2,1",13,15,13,,15,11,12,20,11,,,9,40,52,197,10,41,23,27,15,12,14,16,18,24,20,18,22,16,,,81,10,8,12,30,14,12,26,13,91,17,21,19,10,23,7
21,17 Dec 2021 - 18:14:06 CET,17 Dec 2021 - 18:25:00 CET,0h 10m 54s,0h 10m 52s,1639761246,1639761900,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 9; Infinix X653) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36",Android 9,Chrome 79.0.3945.116,154.160.16.88,360,,1,1,2,,1,0,0,0,0,0,,2,,3,3,,,1,1,2,1,1,3,1,5,1,,2,1,4,3,2,,3,,1,1,1,0,0,1,0,0,0,0,0,0,0,,,,4,2,2,2,5,4,3,3,1,4,4,3,2,2,3,6,1,3,89,81,100,100,,1,,1,4,2,,1,,67,67,,21,CBC3_1618573147_0,"2,1",28,19,10,,26,11,,63,11,,,9,8,3,4,28,13,10,6,11,5,7,7,8,16,11,3,8,24,,,39,10,6,5,7,22,9,7,3,8,5,7,119,42,37,5
22,17 Dec 2021 - 18:14:36 CET,17 Dec 2021 - 18:23:22 CET,0h 8m 46s,0h 9m 13s,1639761276,1639761802,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-A022F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.85 Mobile Safari/537.36",Android 11,Chrome 94.0.4606.85,154.160.26.242,384,,1,3,2,,0,0,0,0,0,1,,1,50,4,6,,,1,2,1,2,1,2,1,5,1,,4,5,5,5,3,,2,,4,3,4,1,1,1,1,1,1,1,1,0,0,,,,2,3,4,5,5,4,5,4,5,5,5,5,5,4,5,6,1,2,70,78,100,100,,1,19,2,2,3,,8,,67,67,,22,CBC3_1618573147_0,"2,1",4,28,7,,16,5,12,11,6,,,5,11,21,35,13,9,16,8,12,13,10,9,11,16,11,9,24,17,,,56,8,6,8,18,10,8,13,9,6,3,16,15,6,18,4
23,17 Dec 2021 - 18:15:51 CET,17 Dec 2021 - 18:24:53 CET,0h 9m 2s,0h 8m 57s,1639761351,1639761893,1,5,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",,Safari 604.1,154.160.16.250,375,,1,2,2,,0,0,1,0,0,0,,2,,,,,,1,2,2,2,1,2,1,14,1,,1,1,3,3,2,,2,,1,1,2,0,1,0,0,0,0,0,0,0,0,,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,1,2,45,36,50,50,62,1,22,2,1,4,,4,,67,67,Very educative and productive in solving climate problems.,23,CBC3_1618573147_0,"1,2",6,7,6,,14,6,,,,,,8,26,4,26,4,18,10,6,10,5,4,18,7,17,31,5,9,6,42,8,53,15,5,12,8,8,4,3,5,14,6,10,8,15,38,36
24,17 Dec 2021 - 18:16:53 CET,17 Dec 2021 - 18:32:41 CET,0h 15m 48s,0h 27m 28s,1639761413,1639762361,1,2,,CBC_Random3,1,"Mozilla/5.0 (Linux; Android 8.1.0; Infinix X650) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",Android 8.1.0,Chrome 96.0.4664.45,154.160.27.35,360,,1,3,2,,0,0,0,0,0,1,,2,,4,5,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,CBC3_1618573147_0,"2,1",39,30,208,,215,10,,133,112,,,14,138,54,243,72,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,17 Dec 2021 - 18:16:58 CET,17 Dec 2021 - 18:26:19 CET,0h 9m 21s,0h 9m 19s,1639761418,1639761979,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; SM-A315F Build/RP1A.200720.012; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.92 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.92,154.160.2.165,402,,1,1,1,2,1,0,0,0,0,0,,2,,,,,,1,1,3,3,3,3,3,2,2,,1,2,3,4,1,,1,,1,3,2,0,0,1,0,0,0,0,0,0,0,,3,3,1,3,4,3,5,3,4,1,3,3,4,3,3,3,2,6,2,2,55,21,20,16,,1,29,1,1,2,,1,,67,67,Is nice,25,CBC3_1618573147_0,"1,2",12,14,9,12,10,11,,,,,,9,14,12,10,1,26,24,9,8,14,9,15,9,33,9,8,19,11,12,5,37,11,6,3,6,7,6,3,4,26,6,5,11,10,41,64
26,17 Dec 2021 - 18:17:02 CET,17 Dec 2021 - 18:25:17 CET,0h 8m 15s,0h 8m 13s,1639761422,1639761917,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 8.1.0; Kids7 Pro Build/OPM2.171019.012) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36",Android 8.1.0,Chrome 67.0.3396.87,154.160.9.4,722,,1,1,1,1,0,1,0,0,0,0,,1,100,,,,,1,1,1,1,1,1,2,2,1,,4,3,3,3,2,,2,,3,3,3,0,1,0,0,0,0,0,0,0,0,,2,,5,2,1,2,2,2,1,5,2,2,3,3,1,2,3,5,1,1,21,100,100,100,,1,35,2,1,2,,2,,1,29,Yes,26,CBC3_1618573147_0,"1,2",12,4,6,10,9,5,11,,,,,7,38,5,13,4,24,11,7,10,14,11,14,6,23,5,8,11,6,6,,32,8,3,3,15,9,6,13,13,25,9,6,10,28,27,18
