sys_RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_SumPageTimes,sys_StartTimeStamp,sys_EndTimeStamp,sys_DataSource,sys_RespStatus,sys_DispositionCode,sys_LastQuestion,sys_UserJavaScript,sys_UserAgent,sys_OperatingSystem,sys_Browser,sys_IPAddress,sys_ScreenWidth,sys_CAPIDeviceID,Agreement,Q0,Q1,Q1a,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_5_other,firstQ4,Q4a1,firstQ3,firstQ3a,secondQ4,Q4a,Q5,CBC_Random1,CBC_Random3,CBC_Random4,CBC_Random5,CBC_Random6,CBC_Random2,WTP,Q12,Q12_8_other,Q13toQ16_r1,Q13toQ16_r2,Q13toQ16_r3,Q13toQ16_r4,Q17,Q17_4_other,Q18,Q18_5_other,Q991,Q992,Q993,Q19_1,Q19_2,Q19_3,Q19_4,Q19_5,Q19_6,Q19_7,Q19_8,Q19_9,Q19_10,Q19_9_other,secondQ3,secondQ3a,Q20toQ34_r1,Q20toQ34_r2,Q20toQ34_r3,Q20toQ34_r4,Q20toQ34_r5,Q20toQ34_r6,Q20toQ34_r7,Q20toQ34_r8,Q20toQ34_r9,Q20toQ34_r10,Q20toQ34_r11,Q20toQ34_r12,Q20toQ34_r13,Q20toQ34_r14,Q20toQ34_r15,Q37,Documentaries,Optimism,Q41_1,Q42_1,Q43_1,Q45_1,Q46_1,Prefernottosay_1,Q47,Q48,Q49,Q50,Q50_6_other,Q51,Q51_9_other,Q52,Q53,Comments,sys_CBCVersion_CBC,sys_CBCDesignID_CBC,sys_block_set_1,sys_pagetime_1,sys_pagetime_2,sys_pagetime_3,sys_pagetime_4,sys_pagetime_5,sys_pagetime_6,sys_pagetime_7,sys_pagetime_8,sys_pagetime_9,sys_pagetime_10,sys_pagetime_11,sys_pagetime_12,sys_pagetime_13,sys_pagetime_14,sys_pagetime_15,sys_pagetime_16,sys_pagetime_17,sys_pagetime_18,sys_pagetime_19,sys_pagetime_20,sys_pagetime_21,sys_pagetime_22,sys_pagetime_23,sys_pagetime_24,sys_pagetime_25,sys_pagetime_26,sys_pagetime_27,sys_pagetime_28,sys_pagetime_29,sys_pagetime_30,sys_pagetime_31,sys_pagetime_32,sys_pagetime_33,sys_pagetime_34,sys_pagetime_35,sys_pagetime_36,sys_pagetime_37,sys_pagetime_38,sys_pagetime_39,sys_pagetime_40,sys_pagetime_41,sys_pagetime_42,sys_pagetime_43,sys_pagetime_44,sys_pagetime_45,sys_pagetime_46,sys_pagetime_47
11,17 Dec 2021 - 18:24:40 CET,17 Dec 2021 - 18:31:44 CET,0h 7m 4s,0h 6m 58s,1639761880,1639762304,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; RMX2151) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.104,2800:484:bf82:100:c93b:9702:d756:581d,360,,1,1,1,2,0,1,0,0,0,0,,1,100000,,,,,1,1,2,1,1,2,1,10,1,,4,4,4,5,3,,3,,4,3,3,0,0,0,1,0,0,1,0,0,0,,4,5,5,3,4,4,5,1,3,2,5,1,2,2,3,3,5,6,1,3,0,50,59,33,24,0,32,1,1,3,,8,,39,39,Buena encuesta,11,CBC3_1618573147_0,"1,2",31,21,5,5,7,4,7,,,,,6,16,13,22,4,12,14,8,23,13,3,11,7,14,8,5,7,12,8,5,35,23,4,8,10,7,7,4,6,5,2,13,7,8,12,7
12,17 Dec 2021 - 18:24:47 CET,17 Dec 2021 - 18:32:35 CET,0h 7m 48s,0h 7m 47s,1639761887,1639762355,1,5,,Terminate,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Mac OS X 10.15.7,Chrome 96.0.4664.110,2800:484:4181:c820:5c5d:4306:17c8:89b9,1280,,1,1,2,,0,1,0,0,0,0,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,3,4,4,2,5,5,5,5,5,3,5,5,5,5,5,5,1,3,18,73,66,65,,0,50,2,2,2,,5,,39,39,es bueno saber que se preocupen por la naturaleza,,,"1,2",46,5,6,,19,6,,,,,,9,,,,,,,,,,,,,,,,,,59,10,45,14,10,14,14,10,9,10,8,8,5,13,5,12,34,142
13,17 Dec 2021 - 18:25:05 CET,17 Dec 2021 - 18:35:46 CET,0h 10m 41s,0h 10m 39s,1639761905,1639762546,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; moto e(7) plus Build/QPZS30.30-Q3-38-69-4; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 EdgW/1.0",Android 10,EdgW 1.0,2803:1800:11c6:d3e0:b405:e12d:e7c3:fcc5,412,,1,1,2,,0,1,1,0,0,0,,2,,3,4,,,1,2,1,3,1,1,1,11,2,,4,4,3,2,2,,2,,3,3,2,1,0,0,1,0,0,1,1,0,0,,,,3,4,5,5,4,4,4,4,4,4,5,5,5,3,3,4,2,2,57,55,30,0,100,0,23,1,2,3,,1,,39,39,,13,CBC3_1618573147_0,"2,1",475,8,6,,13,5,,33,16,,,56,7,3,5,2,29,5,4,7,6,5,25,24,30,5,4,33,72,,,74,21,9,21,11,4,3,10,10,8,4,16,13,7,21,4
14,17 Dec 2021 - 18:28:55 CET,17 Dec 2021 - 18:41:12 CET,0h 12m 17s,0h 12m 15s,1639762135,1639762872,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G570M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/16.0 Chrome/92.0.4515.166 Mobile Safari/537.36",Android 8.0.0,Chrome 92.0.4515.166,181.55.68.48,320,,1,1,1,5,0,1,1,0,0,0,,1,50000,,,,,1,3,3,3,3,3,3,1,5,,1,1,1,1,4,Cada 5 años,2,,2,2,2,1,0,0,0,1,1,0,0,0,0,,4,5,4,4,4,5,5,5,4,5,5,4,5,5,5,4,4,2,1,3,100,44,41,85,75,0,48,1,1,3,,1,,39,39,Gracias,14,CBC3_1618573147_0,"1,2",9,7,8,10,18,8,12,,,,,7,11,5,48,6,20,9,6,17,4,3,19,21,25,36,9,23,23,25,8,103,15,10,10,24,9,18,25,10,5,8,25,28,10,35,12
15,17 Dec 2021 - 18:29:00 CET,17 Dec 2021 - 18:44:25 CET,0h 15m 25s,0h 15m 23s,1639762140,1639763065,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; motorola one vision Build/RSAS31.Q1-48-36-15; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/96.0.4664.104 Mobile Safari/537.36 EdgW/1.0",Android 11,EdgW 1.0,2800:484:286f:af00:f1f3:fdfc:a4e:4adf,360,,1,1,2,,0,0,1,0,0,0,,2,,4,6,,,1,1,1,1,2,2,1,5,3,,5,5,5,5,3,,4,,3,3,4,1,0,0,1,1,0,0,0,0,0,,,,5,5,5,5,5,4,1,4,5,1,3,1,4,2,3,7,2,3,0,58,100,100,50,0,33,2,2,4,,6,,39,39,,15,CBC3_1618573147_0,"2,1",111,23,5,,19,4,,21,9,,,10,28,47,35,31,34,12,15,28,12,12,14,27,24,34,27,38,27,,,82,14,7,10,136,19,15,24,14,5,2,23,8,8,15,5
16,17 Dec 2021 - 18:31:46 CET,17 Dec 2021 - 18:40:56 CET,0h 9m 10s,0h 9m 10s,1639762306,1639762856,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,201.244.166.236,1536,,1,1,1,2,0,0,1,0,0,0,,2,,4,6,,,1,3,3,3,1,3,1,2,2,,5,5,5,5,1,,4,,3,2,3,1,0,1,1,1,1,1,0,0,0,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,2,2,43,45,63,43,54,0,40,2,6,5,,1,,39,39,muy buenas encuestas donde tambien sevea la preocupación por el medio ambiente,16,CBC3_1618573147_0,"2,1",4,5,21,4,19,5,,14,9,,,6,14,15,10,13,8,4,11,3,7,52,13,7,10,13,109,25,11,,,13,14,8,6,8,3,6,4,7,5,6,11,4,3,13,31
17,17 Dec 2021 - 18:32:11 CET,17 Dec 2021 - 18:47:03 CET,0h 14m 52s,0h 14m 52s,1639762331,1639763223,1,5,,Terminate,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Mobile/15E148 Safari/604.1",,Safari 604.1,181.137.64.130,375,,1,1,1,1,1,0,1,0,0,0,,2,,,,,,1,2,2,2,2,1,2,7,2,,4,2,3,4,1,,3,,3,3,4,1,0,0,0,1,1,1,1,0,0,,4,4,4,4,4,1,3,2,3,2,3,3,3,4,4,4,3,5,1,2,16,78,82,68,66,0,53,2,2,3,,4,,39,39,Muy importante el tema,17,CBC3_1618573147_0,"1,2",10,12,5,4,14,7,,,,,,7,21,51,85,17,81,12,25,8,18,13,13,15,40,18,11,29,29,22,11,83,39,8,26,34,12,7,30,8,6,2,9,7,9,30,14
18,17 Dec 2021 - 18:36:15 CET,17 Dec 2021 - 18:40:21 CET,0h 4m 6s,0h 4m 6s,1639762575,1639762821,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36 Edg/96.0.1054.57",Windows 10.0,Edg 96.0.1054.57,181.235.22.248,1366,,1,1,2,,0,0,0,0,0,1,,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,4,4,5,5,5,5,4,5,5,4,5,5,5,5,5,6,2,3,75,57,58,75,37,0,52,1,1,4,,4,,39,39,,,,"1,2",15,6,4,,19,6,,,,,,5,,,,,,,,,,,,,,,,,,11,10,33,16,7,11,12,9,6,15,8,7,3,22,7,9,16,4
19,17 Dec 2021 - 18:36:36 CET,17 Dec 2021 - 18:42:47 CET,0h 6m 11s,0h 6m 11s,1639762596,1639762967,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 11; M2004J19C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Mobile Safari/537.36",Android 11,Chrome 96.0.4664.45,2803:1800:1203:ee01::e65c:1001,598,,1,1,2,,0,0,1,0,0,0,,2,,4,4,,,1,2,1,2,1,1,1,11,2,,5,4,4,3,3,,2,,3,3,3,1,1,1,1,0,0,1,0,0,0,,,,4,5,4,5,5,5,5,4,5,4,5,5,5,4,5,2,1,1,100,100,77,67,51,0,25,1,1,3,,2,,39,39,,19,CBC3_1618573147_0,"2,1",6,5,4,,28,3,,34,7,,,6,22,4,28,2,12,7,4,5,5,13,6,4,22,5,3,5,6,,,34,4,5,5,5,2,4,3,10,6,6,13,3,6,19,6
20,17 Dec 2021 - 18:37:44 CET,17 Dec 2021 - 18:43:27 CET,0h 5m 43s,0h 5m 42s,1639762664,1639763007,1,5,,Terminate,1,"Mozilla/5.0 (Linux; U; Android 10; es-us; Redmi Note 8 Build/QKQ1.200114.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4389.116 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.16.2-gn",Android 10,XiaoMi MiuiBrowser,181.78.23.41,393,,1,1,1,2,0,1,0,0,0,0,,1,500000,3,5,,,1,2,1,1,2,1,1,13,2,,5,5,5,5,2,,1,,2,3,2,0,0,1,0,0,0,0,0,0,0,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,100,100,100,100,100,0,25,1,5,5,,1,,39,39,Me parece bien cuidar el medio ambiente,20,CBC3_1618573147_0,"2,1",7,11,10,8,10,8,8,10,10,,,5,6,3,21,1,16,7,5,7,7,4,12,7,14,3,3,11,3,,,28,4,3,3,5,2,3,7,5,8,3,6,5,9,25,16
21,17 Dec 2021 - 18:38:57 CET,17 Dec 2021 - 18:47:44 CET,0h 8m 47s,0h 8m 42s,1639762737,1639763264,1,5,,Terminate,1,"Mozilla/5.0 (Linux; U; Android 11; es-us; Redmi Note 8 Build/RKQ1.201004.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/89.0.4389.116 Mobile Safari/537.36 XiaoMi/MiuiBrowser/12.18.3-gn",Android 11,XiaoMi MiuiBrowser,191.106.191.238,393,,1,1,2,,0,1,1,0,0,0,,1,350000,4,5,,,1,2,1,2,2,1,2,15,3,,5,5,5,5,3,,2,,4,4,4,1,0,1,1,1,1,1,1,0,0,,,,5,4,5,5,5,5,4,5,5,5,5,5,4,5,5,7,1,1,86,90,100,100,42,0,44,1,4,4,,1,,39,39,Un tema que me apasiona y me interesa mucho,21,CBC3_1618573147_0,"2,1",10,12,7,,14,5,9,9,10,,,7,47,22,23,7,13,18,8,10,8,12,10,17,10,10,11,7,15,,,32,9,8,5,11,5,5,27,12,5,3,6,3,11,41,18
22,17 Dec 2021 - 18:39:36 CET,17 Dec 2021 - 18:39:37 CET,0h 0m 1s,0h 0m 0s,1639762776,1639762777,1,2,,Text1,1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 8.1,Chrome 96.0.4664.110,181.55.68.48,1360,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,17 Dec 2021 - 18:39:47 CET,17 Dec 2021 - 18:54:39 CET,0h 14m 52s,0h 14m 50s,1639762787,1639763679,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Mobile Safari/537.36",Android 10,Chrome 96.0.4664.93,186.84.88.193,412,,1,1,1,2,0,1,1,0,0,0,,2,,,,,,1,1,2,2,1,1,2,3,1,,4,5,4,4,3,,1,,2,2,2,1,1,1,1,1,1,1,1,0,0,,4,6,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,6,1,3,100,100,100,100,87,0,39,2,2,4,,5,,39,39,"Como generar estrategias para el cuidado de los arrecifes? Falto,  Hay que generar consciencia y dar soluciones",23,CBC3_1618573147_0,"1,2",26,9,7,10,35,11,,,,,,10,32,18,23,12,32,31,8,6,7,11,21,22,34,32,12,71,23,29,16,71,19,10,13,20,15,10,14,21,9,4,4,8,18,32,100
24,17 Dec 2021 - 18:41:43 CET,17 Dec 2021 - 18:54:11 CET,0h 12m 28s,0h 12m 27s,1639762903,1639763651,1,5,,Terminate,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",Windows 10.0,Chrome 96.0.4664.110,2800:484:5083:2360:3122:3581:9aee:9763,1280,,1,1,1,2,0,1,1,0,0,0,,1,,4,6,,,1,2,1,2,1,2,1,11,2,,5,5,5,5,3,,2,,3,2,2,1,1,1,1,1,1,1,1,0,0,,,,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,7,1,1,90,87,81,22,50,1,26,2,3,5,,2,,39,39,,24,CBC3_1618573147_0,"2,1",6,6,5,6,15,5,9,52,8,,,10,32,74,39,11,21,20,13,23,6,15,16,19,18,23,20,59,21,,,37,18,7,20,17,10,10,15,9,8,4,11,8,8,15,4
25,17 Dec 2021 - 18:42:09 CET,17 Dec 2021 - 18:48:35 CET,0h 6m 26s,0h 6m 23s,1639762929,1639763315,1,5,,Terminate,1,"Mozilla/5.0 (Linux; Android 10; RMX2020) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.104 Mobile Safari/537.36",Android 10,Chrome 96.0.4664.104,190.252.159.92,360,,1,1,2,,0,1,1,0,0,0,,2,,,,,,1,1,1,1,1,1,1,3,4,,5,5,5,5,2,,2,,4,4,3,0,0,1,1,0,1,1,0,0,0,,3,4,5,5,4,5,5,5,3,5,5,5,5,5,5,5,5,5,2,1,31,76,71,82,29,0,20,2,8,3,,8,,39,39,Fue muy interesante,25,CBC3_1618573147_0,"1,2",8,12,4,,11,3,,,,,,5,4,28,18,3,5,8,3,5,4,3,12,11,23,4,7,18,13,8,9,23,36,4,6,12,7,3,3,5,4,9,9,3,8,21,9
